,address,business_dba,business_type,city,latitude,longitude,zip_code
585,19049  E VALLEY VIEW PKWY  F,AMERICAN FAMILY INS-LILLY,Insurance Agent/Broker/Office,INDEPENDENCE,39.0499305725098,-94.3597946166992,64057
586,18900  E VALLEY VIEW PKWY  SUITE A,"AMORE' BRIDAL AND TUXEDO, LLC",Bridal/Formal Wear-Sales/Rental,INDEPENDENCE,39.0342216491699,-94.3573150634766,64057
587,17601  E US 40 HWY  L,APOLLO HAIR SYSTEMS OF INDEP,Hair Removal Or Replacements,INDEPENDENCE,39.033145904541,-94.3730926513672,64055
588,20111  E VALLEY VIEW PKWY,ARBY'S #8286,Restaurant,INDEPENDENCE,39.0366630554199,-94.3440322875977,64055
589,2531  S M 291 HWY,ARBY'S ROAST BEEF #6489,Restaurant,INDEPENDENCE,39.0737190246582,-94.37823486328129,64057
590,2531  S M 291 HWY,ARBY'S ROAST BEEF #6489,Restaurant,INDEPENDENCE,39.0737190246582,-94.37823486328129,64057
591,17501  E US 40 HWY   219,"AUDIO-VIDEOGRAPHICS, INC.",Audio &/Or Video Dup/Production,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
592,18801  E 39TH ST S 2054,AUNTIE ANNE'S PRETZELS,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
593,16611  E 23RD ST S,AUBURN PHARMACY,Pharmacy,INDEPENDENCE,39.0763092041016,-94.38235473632808,64055
594,16401  E GUDGELL CT,AXSOM HEATING & AIR COND SVC,Heating &/Or Cooling Contractor,INDEPENDENCE,39.070987701416,-94.3861083984375,64055
595,3929  S CRACKERNECK RD,ACTION-PRO LEGAL SERVICE,Process/Legal Services/Skip Tracing,INDEPENDENCE,39.0469818115234,-94.37252807617192,64055
596,18801  E 39TH ST S L07,ALDO,Shoe Sales-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
597,4019  S LEES SUMMIT RD,ALL-KONNECT,General Contractor,INDEPENDENCE,39.0463371276855,-94.3864593505859,64055
598,19200  E 39TH ST S,AMC THEATRES INDEPENDENCE 20,Theater,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
599,1245  E WALNUT ST,"AMS AWARDS, INC",Trophy Sales/Retail/Engraving,INDEPENDENCE,39.0633125305176,-94.4119415283203,64055
600,301  E 23RD ST S,AMS BOWLING SUPPLY,Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.0788536071777,-94.4120330810547,64055
601,4500  S LITTLE BLUE PKWY,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.0352935791016,-94.3470993041992,64057
602,18813  E 39TH ST S,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
603,18555  E 37TH TERR S,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.050300598144496,-94.36294555664058,64057
604,3210  S LEES SUMMIT RD,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.061862945556605,-94.39303588867192,64055
605,19210  E 39TH ST S A-2,AT&T MOBILITY,Cellular/Pager/Accessories Retail Sales,INDEPENDENCE,39.048313140869105,-94.3532943725586,64057
606,2100  N TWYMAN RD,AT&T MOTILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
607,21316  E 51ST ST S,A2D LANDSCAPE & DESIGN,Lawn/Landscape/Tree Services,INDEPENDENCE,39.0262413024902,-94.3303985595703,64057
608,5113  S CONWAY CT,BAILEY,Backflow Inspect/Install/Repair,INDEPENDENCE,39.0262031555176,-94.36951446533199,64055
609,4010  S BOLGER DR,"BANFIELD,PET HOSPITAL #238",Pet Services &/Or Products,INDEPENDENCE,39.0451316833496,-94.3671035766602,64055
610,18301  E US 40 HWY,BANK MIDWEST,Bank,INDEPENDENCE,39.033145904541,-94.3642196655273,64055
611,19120  E 39TH ST S,BARNES & NOBLE BOOKSELLERS INC.,Book Sales-Retail or Wholesale,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
612,18001  E BASS PRO DR,BASS PRO OUTDOOR WORLD,Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.0405044555664,-94.37051391601558,64055
613,18801  E 39TH ST S 2036,BATH & BODY WORKS #542,General Merchandise Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
614,5101  S DOWNEY AVE,BEAR WITH ME,Embroidery/Needlework Service,INDEPENDENCE,39.026641845703104,-94.38034057617192,64055
615,19950  E JACKSON DR  F,"BED BATH & BEYOND, INC. #107",General Merchandise Retail,INDEPENDENCE,39.04213333129879,-94.344970703125,64057
616,2406  S M 291 HWY,BETHEL BAPTIST CHURCH PRE-SCHOOL,Day Care/Preschool,INDEPENDENCE,39.07529830932621,-94.37982177734379,64057
617,17302  E R D MIZE RD,BLACKBURN DAY CARE,Child Care Center,INDEPENDENCE,39.074192047119105,-94.37220001220699,64057
618,19404  E HOLKE RD,BLUE VALLEY ACTIVITY CENTER,Recreation/Amusement Facility/Service,INDEPENDENCE,39.079399108886705,-94.34970092773442,64057
619,16413  E 49TH TERR S,BODY MIND AND SOUL,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.029369354248,-94.3872451782227,64055
620,19321  E US 40 HWY  F,BOLERO SALON & SPA-A SILKMAN,Hair Stylist (Space Rental),INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
621,19321  E US 40 HWY  F,BOLERO SALON & SPA-C DRISKELL,Therapy Serv/Retail Sales-Commerical Loc,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
622,19321  E US 40 HWY   F,BOLERO SALON & SPA-M GILBERT,Tanning/Hair Salon,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
623,19321  E US 40 HWY   F,BOLERO SALON & SPA-M GILBERT,Tanning/Hair Salon,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
624,19321  E US 40 HWY   F,BOLERO SALON & SPA-M GILBERT,Tanning/Hair Salon,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
625,19321  E US 40 HWY  F,BOLERO SALON & SPA-T WEBER,Hair Stylist (Space Rental),INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
626,3801  S SELSA RD  7,BOOST SPORTS PERFORMANCE LLC,Therapy/Physical Rehab Center,INDEPENDENCE,39.04933547973629,-94.3384552001953,64057
627,2421  S CRENSHAW RD,"BOTTOM LINE LOGISTICS, INC.",Electronic Service/Repair,INDEPENDENCE,39.071018218994105,-94.30899047851558,64057
628,16905  E 40TH TERR S,BRIGHT STEPS FAMILY HOME DAY CARE,Child Care - 4 Or Less,INDEPENDENCE,39.0456123352051,-94.3795318603516,64055
629,20110  E JACKSON DR,BUFFALO WILD WINGS GRILL & BAR,Restaurant/Bar,INDEPENDENCE,39.04213333129879,-94.344970703125,64057
630,18801  E 39TH ST S 2095,BUILD-A-BEAR WORKSHOP INC,Crafts/Hobbies Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
631,20000  E JACKSON DR  E,BUY BUY BABY #3062,General Merchandise Retail,INDEPENDENCE,39.04213333129879,-94.344970703125,64057
632,3017  S ELMIRA CT,BCM CONSULTANTS LLC,Accounting/Bookeeping Srv,INDEPENDENCE,39.0629081726074,-94.35108184814449,64057
633,19750  E VALLEY VIEW PKWY,BD'S MONGOLIAN BARBEQUE #882,Restaurant/Bar,INDEPENDENCE,39.03904342651371,-94.3477249145508,64057
634,16820  E 31ST ST S,C & L KITCHEN EQUIPMENT REPAIR,Appliance Repair/Parts,INDEPENDENCE,39.06105422973629,-94.38140869140629,64055
635,1321  S NOLAND RD,CAPTAIN D'S,Restaurant,INDEPENDENCE,39.076686859130895,-94.4134902954102,64055
636,3025  S SHRANK CIR,CAROLYN HILKEMEYER,Tax Preparation Service,INDEPENDENCE,39.063323974609396,-94.37667846679692,64057
637,19010  E VALLEY VIEW PKWY,CARMAX THE AUTO SUPERSTORE,Auto/Truck Sales/Used,INDEPENDENCE,39.036773681640604,-94.3599395751953,64057
638,19110  E 39TH ST S A,CASUAL MALE BIG & TALL #9777,Clothing - Retail Sales,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
639,2854  S M 291 HWY,CATALYST ARTS COLLECTIVE,Tattoo Shop-Owner,INDEPENDENCE,39.066623687744105,-94.3768157958984,64055
640,2866  S M 291 HWY  A,CATHY'S CREATIVE DANCE STUDIO,Dance Instruction/Studio,INDEPENDENCE,39.065605163574205,-94.3762435913086,64057
641,16608  E 41ST ST S,CATHY'S DAYCARE,Child Care - 5 to 10/Home Occupation,INDEPENDENCE,39.0457725524902,-94.3843460083008,64055
642,2560  S M 291 HWY,"CELLULAR SALES OF MISSOURI, LLC",Cellular/Pager/Accessories Retail Sales,INDEPENDENCE,39.0731201171875,-94.37957763671879,64055
643,3220  S PRESCOTT AVE,CENTER SHOT,Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.0549812316895,-94.2792816162109,64015
644,19550  E 39TH ST S 100,CENTERPOINT AMBULATORY SURGERY CENT,Health Care Services,INDEPENDENCE,39.0495109558105,-94.3499526977539,64057
645,19600  E 39TH ST S,CENTERPOINT MEDICAL CENTER,Hospital,INDEPENDENCE,39.04945755004879,-94.3470306396484,64057
646,18801  E 39TH ST S 2008,CHAMPS SPORTS #14302,Sportswear Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
647,16621  E 35TH TERR S,CHAPIN FINE ARTS,Art/Painting Sales,INDEPENDENCE,39.053897857666,-94.3838272094727,64055
648,17501  E US 40 HWY  216,CHARLES D JONES CO INC,Wholesale Plumbing/Heating Supplies,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
649,18801  E 39TH ST S  104,CHARLEYS GRILLED SUBS,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
650,16700  E GUDGELL RD,CHAU'S,Alterations/Sewing/Custom Made Items,INDEPENDENCE,39.0723419189453,-94.3806610107422,64055
651,4675  S BASS PRO DR,CHEDDAR'S CASUAL CAFE,Restaurant/Bar,INDEPENDENCE,39.034477233886705,-94.36412811279301,64055
652,20300  E VALLEY VIEW PKWY,CHILDREN'S MERCY EAST,Hospital,INDEPENDENCE,39.035728454589794,-94.3394775390625,64015
653,18880  E VALLEY VIEW PKWY,CHIPOTLE MEXICAN GRILL #395,Restaurant/Bar,INDEPENDENCE,39.0335693359375,-94.3580169677734,64057
654,4621  S SHRANK AVE,CITY NIGHTS,Rental/Sales of Clothing,INDEPENDENCE,39.0350379943848,-94.3784942626953,64055
655,18801  E 39TH ST S 2135,CLAIRE'S BOUTIQUES #5180,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
656,2500  S R D MIZE RD,CLASSIC CARWASH,Car Wash,INDEPENDENCE,39.0736083984375,-94.3773422241211,64057
657,18705  E 28TH TERR S,CLEAN AND SERENE,Auto Detail/Clean/Dent Removal,INDEPENDENCE,39.0667114257813,-94.3582382202148,64057
658,18801  E 39TH ST S 2026,COACH #2205,Clothing Apparel/Access/Hdwear,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
659,19301  E US 40 HWY   C,COCONUT BEACH,Tanning Salon,INDEPENDENCE,39.029991149902294,-94.35509490966801,64055
660,2915  S NOLAND RD,"COMMERCE BANK,N.A. (K.C.)",Bank,INDEPENDENCE,39.0671615600586,-94.4139633178711,64055
661,19045  E VALLEY VIEW PKWY  F,COMMUNITY MORTGAGE,Loans-Long Term,INDEPENDENCE,39.0363426208496,-94.3546676635742,64057
662,18008  E 49TH TERRACE CT S,"CONCRETE STAMPING DESIGNS, LLC",Concrete Work/Excavation,INDEPENDENCE,39.0300521850586,-94.3674545288086,64055
663,16810  E US 40 HWY,CONSTRUCTION ENGINEERING SERVICES,Engineer/Surveyor/Architect,INDEPENDENCE,39.0347785949707,-94.3828353881836,64055
664,2520  S LEES SUMMIT RD,COPELAND ELECTRICAL,Electrical Contractor,INDEPENDENCE,39.073413848877,-94.39315795898442,64055
665,4215  S LITTLE BLUE PKWY,CORNER CAFE INDEPENDENCE,Restaurant,INDEPENDENCE,39.0356903076172,-94.3418350219727,64015
666,19040  E VALLEY VIEW PKWY,COSTCO WHOLESALE #373,General Merchandise Retail,INDEPENDENCE,39.0363655090332,-94.3571929931641,64055
667,19040  E VALLEY VIEW PKWY,COSTCO WHOLESALE #373-HVAC,Heating &/Or Cooling Contractor,INDEPENDENCE,39.0363655090332,-94.3571929931641,64055
668,19040  E VALLEY VIEW PKWY,COSTCO WHOLESALE CORP TOBACCO DIST,Wholesale Food Products,INDEPENDENCE,39.0363655090332,-94.3571929931641,64055
669,17201  E US 40 HWY  109,COUNTRY CLEANERS,Dry Cleaners/Laundry,INDEPENDENCE,39.0335350036621,-94.3781585693359,64055
670,4706  S SHRANK DR  B,COUNTRY MEADOWS BARBER & STYLE,Barber Shop,INDEPENDENCE,39.0333099365234,-94.3794937133789,64055
671,18009  E 27TH ST S,CRAIG CONSTRUCTION COMPANY,Restoration Services,INDEPENDENCE,39.069450378418004,-94.36672973632808,64057
672,19701  E US 40 HWY,CREATIVE WORLD SCHOOL,Day Care/Preschool,INDEPENDENCE,39.026939392089794,-94.3499526977539,64015
673,2641  S HUB DR,CREATIVE WORLD SCHOOL,Day Care/Preschool,INDEPENDENCE,39.071739196777294,-94.38058471679692,64055
674,18804  E 33RD STREET CT S,"CROCKETT BIT & SPUR CO., INC.",Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.0602264404297,-94.35765838623051,64057
675,3601  S PONCA DR,CATCO,Restoration Services,INDEPENDENCE,39.052772521972706,-94.3614959716797,64057
676,17421  E MEDICAL CENTER PKWY,COMPREHENSIVE MENTAL HEALTH SERVICE,Mental Health Services,INDEPENDENCE,39.075187683105504,-94.37401580810551,64057
677,111  S MAIN ST,CORPORATE COPY PRINT,Printing/Photocopy/Scanning Service,INDEPENDENCE,39.078369140625,-94.4020233154297,64055
678,18505  E 27TH ST S,COTTAGE HOMES INC,General Contractor,INDEPENDENCE,39.0693817138672,-94.36083221435551,64057
679,1545  E 23RD ST S,CVS/PHARMACY #05652,Drug Store/Pharmacy,INDEPENDENCE,39.0777931213379,-94.39120483398442,64055
680,3405  S MARSHALL CT,D & R ELECTRICAL,Electrical Contractor,INDEPENDENCE,39.057220458984396,-94.37769317626949,64055
681,18300  E 25TH TERR S,"DALE L OLSON, ARCHITECT",Architect,INDEPENDENCE,39.0732650756836,-94.3628768920898,64057
682,17611  E 48TH TERRACE CT S,DANA FORRESTER WATERCOLORS,Art/Painting Sales,INDEPENDENCE,39.030590057373,-94.3714370727539,64055
683,19850  E JACKSON DR  B,"DAVID'S BRIDAL OF INDEP-MO, INC.",Bridal/Formal Wear-Sales/Rental,INDEPENDENCE,39.04213333129879,-94.344970703125,64057
684,16810  E US 40 HWY  B,DEBBIE'S COLLECTIBLES,Gift/Novelty/Specialty Items,INDEPENDENCE,39.0347785949707,-94.3828353881836,64055
685,2500  S M 291 HWY,DENNY'S #8531,Restaurant,INDEPENDENCE,39.0745849609375,-94.38021850585942,64055
686,705  E 23RD ST S,DICKINSON EXTERMINATING SERVICE,Pest Control/Disinfecting,INDEPENDENCE,39.078605651855504,-94.40634155273442,64055
687,16657  E 23RD ST S 109,"DIGITAL DICTATION SOLUTIONS,INC.",Office Products/Services,INDEPENDENCE,39.0763092041016,-94.38235473632808,64055
688,17331  E US 40 HWY  104,"DIGITAL NICHE, LLC",Internet Advertisement/Sls/Design,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
689,18805  E 39TH ST S,DILLARD'S,Department Store Retail,INDEPENDENCE,39.043872833252,-94.3578338623047,64057
690,4741  S COCHISE DR,DISCOVER VISION CENTERS,Optical Goods,INDEPENDENCE,39.0313301086426,-94.3626861572266,64057
691,4317  S ATHERTON CT,"DISTANT THUNDERWORKS, LLC",Video/Film Taping/Music Production,INDEPENDENCE,39.041576385498,-94.3740005493164,64055
692,16812  E ERIN LN,DIVINE MASSAGERIE,Therapy/Massage w/P Commission Apprvl,INDEPENDENCE,39.0327377319336,-94.3699111938477,64055
693,16659  E 23RD ST S,DOLLAR GENERAL STORE #2605,General Merchandise Retail,INDEPENDENCE,39.0763092041016,-94.38235473632808,64055
694,16405  E 40TH ST S,DURACLEAN BY BARTON,Carpet/Upholstery Cleaning,INDEPENDENCE,39.0466766357422,-94.38683319091801,64055
695,19101  E VALLEY VIEW PKWY  E,EASTLAND DIALYSIS,Health Care Services,INDEPENDENCE,39.037380218505895,-94.35345458984379,64055
696,18921  E VALLEY VIEW PKWY   G,EDIBLE ARRANGEMENTS,Food Sales-Carry Out/Delivery,INDEPENDENCE,39.033195495605504,-94.3564834594727,64055
697,18920  E VALLEY VIEW PKWY  H,EDWARD D JONES & CO #31986,Stock/Security/Commodities Broker,INDEPENDENCE,39.034675598144496,-94.35787963867192,64057
698,3031  S M 291 FRONTAGE RD  100,EDWARD D JONES & CO #85006,Stock/Security/Commodities Broker,INDEPENDENCE,39.0639610290527,-94.3751754760742,64055
699,3731  S ATHERTON CT,EMPIRE BASEMENT SOLUTIONS LLC,Residential Remodel &/Or Repair,INDEPENDENCE,39.050807952880895,-94.3751678466797,64055
700,18700  E 29TH TERR S,ENCHANTED FLORIST,Flower Arrangements,INDEPENDENCE,39.06577682495121,-94.3596954345703,64057
701,2601  S HUB DR   A,"ENGINEERING PERSPECTIVE, INC.",Engineer/Surveyor/Architect,INDEPENDENCE,39.073581695556605,-94.38058471679692,64055
702,18931  E VALLEY VIEW PKWY  A,ENTERPRISE BANK & TRUST,Bank,INDEPENDENCE,39.0337257385254,-94.3556594848633,64057
703,2608  S MAYBROOK AVE,ENCON SERVICES,Controls-Repair/Service/Install,INDEPENDENCE,39.0713768005371,-94.3722915649414,64057
704,3010  S M 291 HWY  G&H,ERIN'S PUB,Restaurant/Bar,INDEPENDENCE,39.0639610290527,-94.3751754760742,64055
705,19321  E US 40 HWY  E,"ESKEW'S FINE JEWELERS,INC",Jewelry Sales/Design/Repair,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
706,19321  E US 40 HWY  E,"ESKEW'S FINE JEWELERS,INC",Jewelry Sales/Design/Repair,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
707,19321  E US 40 HWY  E,"ESKEW'S FINE JEWELERS,INC",Jewelry Sales/Design/Repair,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
708,2866  S M 291 HWY   D,ESSENTIAL DYNAMICS INC,Therapy Serv/Retail Sales-Commerical Loc,INDEPENDENCE,39.065605163574205,-94.3762435913086,64057
709,18801  E 39TH ST S  2066,EXPRESS #151,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
710,4801  S CLIFF AVE   101,EYE SURGERY CENTER-THE CLIFFS,Health Care Services,INDEPENDENCE,39.03126907348629,-94.3642959594727,64055
711,4924  S MILTON CT,EFXFURNITURE STUDIO,Furniture/Uphlst-Repair/Mfg,INDEPENDENCE,39.0289916992188,-94.3855972290039,64055
712,4924  S MILTON CT,EFXFURNITURE STUDIO,Furniture/Uphlst-Repair/Mfg,INDEPENDENCE,39.0289916992188,-94.3855972290039,64055
713,18700  E 37TH TERR S,FAIRFIELD INN KANSAS CITY INDEP,Hotel/Motel,INDEPENDENCE,39.050750732421896,-94.3600845336914,64057
714,2343  S M 291 HWY,FAMILY DOLLAR STORES OF MO #24517,General Merchandise Retail,INDEPENDENCE,39.0766181945801,-94.3782196044922,64057
715,18675  E 39TH ST S H,FAMOUS FOOTWEAR #31,Shoe Sales-Retail,INDEPENDENCE,39.0471649169922,-94.3619613647461,64057
716,16635  E 23RD ST S,FANTASTIC SAM'S,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.0763092041016,-94.38235473632808,64055
717,19008  E 39TH ST S,FAZOLI'S #1730,Restaurant,INDEPENDENCE,39.0483894348145,-94.3558349609375,64057
718,4706  S SHRANK DR  C,FINANCIAL STATUS,Computer Consulting/Training,INDEPENDENCE,39.0333099365234,-94.3794937133789,64055
719,16675  E 23RD ST S,FIRESTONE COMPLETE AUTO CARE,Tire Sales &/Or Service,INDEPENDENCE,39.0763092041016,-94.38235473632808,60062
720,17331  E US 40 HWY   112,"FLORIST DISTRIBUTING, INC.",Florist-Wholesale,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
721,16502  E US 40 HWY,FLOWERAMA OF AMERICA # 206,Flowers/Plants-Fresh Retail,INDEPENDENCE,39.034782409668004,-94.38702392578129,64055
722,18801  E 39TH ST S 2100,FOOT ACTION #240,Shoe Sales-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
723,18801  E 39TH ST S 1062,FOOTLOCKER #7124,Shoe Sales-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
724,2920  S JACKSON DR,FOUR BROTHERS INVESTMENT CO LLC,Financial/Investment Planning,INDEPENDENCE,39.064525604248,-94.3468246459961,64057
725,3111  S ARROWHEAD CT,"FOUR SEASONS TRAVEL, INC.",Travel Agency/Agent,INDEPENDENCE,39.0621376037598,-94.35836791992192,64057
726,2511  S RINGO RD,FOUSHEE HOMES,Residential Construction,INDEPENDENCE,39.05710983276371,-94.3545761108398,64057
727,4720  S SHRANK DR,FOX AND PONY,Crafts/Novelties Mfg & Sales,INDEPENDENCE,39.03248977661129,-94.37964630126949,64055
728,18801  E 39TH ST S  2024,FRANCESCA'S COLLECTIONS,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
729,18801  E 39TH ST S  2024,FRANCESCA'S COLLECTIONS,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
730,19401  E 37TH TERRACE CT S 200,FMC-CENTERPOINT DIALYSIS,Health Care Services,INDEPENDENCE,39.05104446411129,-94.3511428833008,64057
731,18801  E 39TH ST S 2035,FOTO FANTASY INC,Vending MacH. Maint/Svc &/Or Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
732,17317  E 50TH STREET CT S,G & G ELECTRIC LLC,Electrical Contractor,INDEPENDENCE,39.0283813476563,-94.3774261474609,64055
733,820  E LAKE DRIVE CT,GALVAN'S CONSTRUCTION LLC,Window/Door/Garage Door Contractor,INDEPENDENCE,39.06895065307621,-94.4037246704102,64055
734,2661  S HUB DR  A,GALYN'S BEAUTY WORKS-STOUT,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.071357727050795,-94.3806915283203,64055
735,19130  E 39TH ST S E,GAMESTOP #2565,Video Rental &/Or Sales,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
736,5101  S CONWAY CT,GAMETIME SCOREBOOKS,Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.027137756347706,-94.37033081054692,64055
737,17907  E 49TH TERRACE CT S,GAYLE GENSLER,Child Care - 4 Or Less,INDEPENDENCE,39.028602600097706,-94.3688583374023,64055
738,2719  S WHITNEY RD,GENERATOR SERVICES INC,Generators/Motors Service/Mfg,INDEPENDENCE,39.0684661865234,-94.36883544921879,64057
739,2611  S LEES SUMMIT RD,GLENDALE CHILD & FAMILY LEARNING CT,Day Care/Preschool,INDEPENDENCE,39.071937561035206,-94.3880081176758,64055
740,4500  S LITTLE BLUE PKWY,"GLOBAL SIGNAL ACQUISITIONS II, LLC",Communication Relay Tower/Signal Service,INDEPENDENCE,39.0352935791016,-94.3470993041992,64057
741,18801  E 39TH ST S 1323,GOLD & TIME	,Jewelry Design/Repair,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
742,2411  S M 291 HWY  Q,GOLD LION,Restaurant,INDEPENDENCE,39.075355529785206,-94.3784637451172,64057
743,19120  E VALLEY VIEW PKWY,GOLDEN CORRAL,Restaurant,INDEPENDENCE,39.0385704040527,-94.3529510498047,64055
744,15801  E 23RD ST S,GOLDEN NAILS & SPA,Nail Salon (Business Owner),INDEPENDENCE,39.0780601501465,-94.3903121948242,64055
745,1435  S NOLAND RD,GOLDEN RICE,Restaurant,INDEPENDENCE,39.0738525390625,-94.4135894775391,64055
746,18801  E 39TH ST S  2110,GREAT AMERICAN COOKIES,Bakery Products-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
747,3911  S BOLGER DR,GUITAR CENTER STORES #343,Musical Instrument Sales/Repair,INDEPENDENCE,39.0475959777832,-94.36707305908199,64055
748,18813  E 39TH ST S D-6,GYMBOREE STORES #470,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
749,18801  E 39TH ST S 1036,GAMESTOP #53,Electronic Sales/Serv/Install,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
750,18801  E 39TH ST S,GAMEZONE LLC,Amusement Devices-Lease of Machines,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
