,AccountNumber,AccountStatus,AccountStatusDescription,Address,BusinessDescription,BusinessName,City,CouncilDistrict,Date,EffectiveDate,EmployeeRange,HomeBasedBusiness,latitude,longitude,NumberOfEmployees,SIC,StartDate,State,Status,ZIPcode
968,66915,AC,Active Status,1204  S POPE AVE,Hair/Nail Salon (Business Owner),LA HAIR SALON,INDEPENDENCE,3,2012-06-12,6/30/2017,0-10,NO,39.0785980224609,-94.4059906005859,0,7231,7/5/2006,MO,RENEWAL,64055
969,54342,AC,Active Status,4731  S COCHISE DR  #110,Laboratory Medical/Dental/Optical,LABONE LAB SERVICE CENTER,INDEPENDENCE,3,2012-08-20,8/31/2016,0-10,NO,39.0322685241699,-94.3627548217773,0,8072,8/5/2002,MO,RENEWAL,64057
971,56145,AC,Active Status,18801  E 39TH ST S 2086 K01A,Optical Goods,LENSCRAFTERS #1643,INDEPENDENCE,3,2012-05-01,4/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5995,4/10/2003,MO,RENEWAL,64057
972,79035,AC,Active Status,15803  E 23RD ST S,Tax Preparation Service,LIBERTY TAX SERVICE,INDEPENDENCE,3,2012-12-29,12/14/2016,0-10,NO,39.0780601501465,-94.3903121948242,10,7291,1/8/2010,MO,RENEWAL,64055
973,83833,AC,Active Status,18801  E 39TH ST S  2096,Clothing Apparel/Access/Hdwear,LIDS LOCKER ROOM #9123,INDEPENDENCE,3,2012-10-25,10/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5699A,10/1/2010,MO,RENEWAL,64057
974,67929,AC,Active Status,18801  E 39TH ST S K10 2119,Clothing Apparel/Access/Hdwear,LIDS/HAT WORLD #152,INDEPENDENCE,3,2012-10-25,10/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5699A,10/5/2000,MO,RENEWAL,64057
976,63887,AC,Active Status,17309  E 28TH TERR S,Hair/Nail Salon (Business Owner),LITTLE BIT OF GLITZ,INDEPENDENCE,3,2012-11-26,11/30/2016,0-10,YES,39.0668792724609,-94.3727874755859,0,7231,11/14/2005,MO,RENEWAL,64057
977,82453,AC,Active Status,633  E LESLIE DR,Engineer/Surveyor/Architect,LITTLE GUY DESIGN,INDEPENDENCE,3,2013-01-22,12/31/2016,0-10,YES,39.0608596801758,-94.4063110351563,1,8711,2/22/2010,MO,RENEWAL,64055
978,65836,AC,Active Status,4000  S BEDFORD AVE,Child Care - 5 to 10/Home Occupation,LITTLEPONIESPRESCHOOL/ DAYCARE,INDEPENDENCE,3,2012-03-26,3/31/2017,0-10,YES,39.046989440918,-94.3772964477539,1,8351HO,6/5/2005,MO,RENEWAL,64055
979,68164,AC,Active Status,3720  S ARROWHEAD AVE,Counseling/Mediation/Training Servcs,"LIVING SOLUTIONS, LLC",INDEPENDENCE,3,2012-10-24,10/31/2016,0-10,NO,39.0499305725098,-94.3597946166992,0,8322,10/1/2005,MO,RENEWAL,64057
980,3963,AC,Active Status,2424  S R D MIZE RD   B,Instructional Courses/Services,LONG'S SHOTOKAN KARATE ACADEMY,INDEPENDENCE,3,2012-12-13,12/31/2016,0-10,NO,39.0743141174316,-94.3774948120117,0,8299C,5/1/1984,MO,RENEWAL,64057
981,72536,AC,Active Status,17800  E 39TH ST S,Restaurant/Bar,LONGHORN STEAKHOUSE OF INDEPENDENCE,INDEPENDENCE,3,2012-08-20,8/31/2016,0-10,NO,39.0489196777344,-94.3701324462891,0,5812H,2/19/2008,MO,RENEWAL,64055
982,27005,AC,Active Status,16201  E 31ST ST S,Instructional Courses/Services,LORI'S SCHOOL OF MUSIC,INDEPENDENCE,3,2013-02-25,2/28/2017,0-10,YES,39.06298828125,-94.388801574707,0,8299C,2/4/1994,MO,RENEWAL,64055
983,49436,AC,Active Status,19000  E VALLEY VIEW PKWY,Home Improvement Store,LOWE'S OF INDEPENDENCE #1098,INDEPENDENCE,3,2012-04-10,4/30/2017,0-10,NO,39.0347518920898,-94.3594665527344,0,5251C,4/4/2001,MO,RENEWAL,64057
984,82487,AC,Active Status,2931  S NOLAND RD,Restaurant,LUCKY BUFFET,INDEPENDENCE,3,2013-02-01,1/31/2017,0-10,NO,39.066707611084,-94.4141006469727,0,5812,1/10/2011,MO,RENEWAL,64055
985,40005,AC,Active Status,16905  E ELLISON WAY,Child Care - 4 Or Less,LYNN'S CHILDCARE,INDEPENDENCE,3,2013-01-24,1/31/2017,0-10,NO,39.0616493225098,-94.3811264038086,0,8351Q,1/4/1999,MO,RENEWAL,64055
987,75438,AC,Active Status,18604  E 27TH ST S,Jewelry Design/Repair,M-D DESIGNS,INDEPENDENCE,3,2012-11-30,11/10/2016,0-10,YES,39.0697021484375,-94.3592758178711,0,5944A,11/10/2008,MO,RENEWAL,64057
988,39393,AC,Active Status,18809  E 39TH ST S,Department Store Retail,"MACY'S RETAIL HOLDINGS, INC.",INDEPENDENCE,3,2012-09-17,9/30/2016,0-10,NO,39.0458145141602,-94.3561859130859,0,5311,9/23/1998,MO,RENEWAL,64057
989,78955,AC,Active Status,4330  S BASS PRO DR,Book Sales-Retail or Wholesale,MARDEL,INDEPENDENCE,3,2012-12-18,12/31/2016,0-10,NO,39.0419425964355,-94.3727951049805,0,5942,11/24/2009,MO,RENEWAL,64055
990,65957,AC,Active Status,1908  S JAMES DOWNEY RD,Electrical Contractor,MARK A BUNGART,INDEPENDENCE,3,2012-03-28,3/31/2017,0-10,YES,39.0680313110352,-94.4026412963867,0,1731,3/7/1995,MO,RENEWAL,64055
991,74349,AC,Active Status,18013  E FALL DR,Consulting Service,"MARKETING MECHANICS, LLC",INDEPENDENCE,3,2012-09-05,8/31/2016,0-10,NO,39.0324554443359,-94.3672027587891,0,8742A,9/1/2007,MO,RENEWAL,64055
993,32561,AC,Active Status,18920  E 39TH ST S,General Merchandise Retail,MARSHALLS' #675,INDEPENDENCE,3,2013-03-12,3/31/2017,0-10,NO,39.0495300292969,-94.3557662963867,0,5399,3/9/1996,MO,RENEWAL,64057
994,26071,AC,Active Status,5028  S DOWNEY AVE,Electrical/Low Voltage Install,MASTER ELECTRONICS INC,INDEPENDENCE,3,2012-09-11,9/30/2016,0-10,YES,39.0271415710449,-94.3808517456055,0,1731WI,11/1/1989,MO,RENEWAL,64056
997,39446,AC,Active Status,3921  S BOLGER DR,Restaurant,MCDONALD'S,INDEPENDENCE,3,2012-06-29,6/30/2017,0-10,NO,39.0474853515625,-94.3656463623047,0,5812,6/1/1998,MO,RENEWAL,64055
998,50559,AC,Active Status,18910  E US 40 HWY,Restaurant,MCDONALD'S,INDEPENDENCE,3,2013-01-31,1/31/2017,75+,NO,39.0322456359863,-94.3563919067383,68,5812,7/12/2001,MO,RENEWAL,64055
999,51973,AC,Active Status,16802  E GUDGELL RD,Restaurant,MCDONALD'S,INDEPENDENCE,3,2012-12-31,12/31/2016,0-10,NO,39.0725631713867,-94.3800735473633,0,5812,12/1/2001,MO,RENEWAL,64055
1000,86344,AC,Active Status,2012  S HUMMEL DR,Consulting Service,MCGRAW CONSULTING GROUP,INDEPENDENCE,3,2013-01-30,1/31/2017,0-10,YES,39.0659103393555,-94.4121246337891,1,8742A,1/6/2003,MO,RENEWAL,64055
1002,79613,AC,Active Status,17501  E US 40 HWY   224,Medical Equip/Supply-Rntl/Sales,"MEDICAL WEST RESPIRATORY CENTRAL, L",INDEPENDENCE,3,2013-02-20,2/28/2017,0-10,NO,39.033447265625,-94.3755722045898,0,7352,3/15/2010,MO,RENEWAL,64055
1003,67812,AC,Active Status,16312  E COGAN DR,Consulting Service,MESS-FREE,INDEPENDENCE,3,2012-09-30,9/30/2016,0-10,YES,39.0707893371582,-94.3871459960938,1,8742A,9/26/2006,MO,RENEWAL,64055
1004,64486,AC,Active Status,19045  E VALLEY VIEW PKWY   C,Financial/Investment Planning,"MIKE MARTIN & ASSOCIATES, INC.",INDEPENDENCE,3,2012-10-16,10/31/2016,0-10,NO,39.0363426208496,-94.3546676635742,8,6282,10/14/2005,MO,RENEWAL,64057
1006,85903,AC,Active Status,4801  S CLIFF AVE,Accounting/Bookeeping Srv,"MILLER-RICE & ASSOCIATES, LLC",INDEPENDENCE,3,2012-12-27,1/31/2017,0-10,NO,39.0494537353516,-94.3310165405273,2,8721,1/1/2011,MO,RENEWAL,64057
1007,88729,AC,Active Status,19104  E 27TH STREET CT S,Accounting/Bookeeping Srv,MINDI FINKE BOOKPING & PAYRLL SERV,INDEPENDENCE,3,2012-11-15,10/31/2016,0-10,YES,39.0705642700195,-94.3542175292969,0,8721,10/1/2009,MO,RENEWAL,64057
1008,65928,AC,Active Status,19300  E US 40 HWY,Car Wash,MIRROR IMAGE EXPRESS CAR WASH,INDEPENDENCE,3,2012-08-08,8/31/2016,0-10,NO,39.0310249328613,-94.3535079956055,0,7542,8/1/2006,MO,RENEWAL,64057
1009,8236,AC,Active Status,3010  S M 291 HWY  M-N,Sewing Machine/Vacuum Sales,MISSOURI SEWING MACHINE CO,INDEPENDENCE,3,2012-05-01,4/30/2017,0-10,NO,39.0639610290527,-94.3751754760742,0,5722B,1/18/1991,MO,RENEWAL,64055
1010,37010,AC,Active Status,21400  E EUREKA RD,Boarding Stables,MISTY RIVER EQUESTRIAN CENTER,INDEPENDENCE,3,2012-10-26,10/31/2016,0-10,NO,39.0647773742676,-94.3274993896484,0,0752A,10/27/1997,MO,RENEWAL,64057
1011,89643,AC,Active Status,3800  S ELIZABETH ST   A,Hair/Nail Salon (Business Owner),MONELLI'S SALON LLC,INDEPENDENCE,3,2013-03-12,3/31/2017,0-10,NO,39.0493125915527,-94.3615188598633,4,7231,4/1/2013,MO,NEW,64057
1013,82633,AC,Active Status,19045  E VALLEY VIEW PKWY  SUITE E,Property Management Services,"MOSIER INVESTMENT GROUP, LLC",INDEPENDENCE,3,2013-01-01,1/25/2017,0-10,NO,39.0363426208496,-94.3546676635742,0,6531B,11/29/2011,MO,RENEWAL,64057
1014,74794,AC,Active Status,18801  E 39TH ST S 2088,Clothing - Retail Sales,MOTHERHOOD MATERNITY #1860,INDEPENDENCE,3,2013-03-11,3/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,3/13/2003,MO,RENEWAL,64057
1015,65674,AC,Active Status,3010  S M 291 HWY  V,Restaurant,MR GOODCENTS,INDEPENDENCE,3,2013-03-04,2/28/2017,0-10,NO,39.0639610290527,-94.3751754760742,0,5812,3/1/2006,MO,RENEWAL,64055
1016,79477,AC,Active Status,19309  E 26TH TERR S,Computer Repair/Consulting,MY COMPUTER GUY,INDEPENDENCE,3,2013-02-24,2/6/2017,0-10,YES,39.0700759887695,-94.3510208129883,1,7378B,1/1/2010,MO,RENEWAL,64057
1017,65813,AC,Active Status,1748  S POLLARD ST,Residential Remodel &/Or Repair,"MACH CONTRACTING, LLC",INDEPENDENCE,3,2012-04-11,3/31/2017,0-10,YES,39.0678215026855,-94.3998489379883,0,1521E,3/1/2006,MO,RENEWAL,64055
1019,79093,AC,Active Status,1425  S NOLAND RD   A,School-Vocational,MEDS CNA TRAINING PROGRAMS,INDEPENDENCE,3,2013-01-09,12/31/2016,0-10,NO,39.0743980407715,-94.4135665893555,0,8249,9/14/2004,MO,RENEWAL,64055
1020,82524,AC,Active Status,3224  S MIZE RIDGE CT,Accounting/Bookeeping Srv,"MH SQUARED, INC.",INDEPENDENCE,3,2013-01-04,1/31/2017,0-10,YES,39.0577964782715,-94.3240966796875,0,8721,1/1/2011,MO,RENEWAL,64057
1021,88059,AC,Active Status,3216  S GATEWAY DR,General Contractor,MO-SHOWROOM FLOOR LLC,INDEPENDENCE,3,2012-09-02,9/2/2016,0-10,YES,39.060733795166,-94.3551406860352,0,1521B,1/1/2011,MO,RENEWAL,64057
1022,40442,AC,Active Status,18205  E 24TH TERR S,Nail Technician (Space Rental),NAILS BY STEPHANIE,INDEPENDENCE,3,2012-03-23,3/31/2017,0-10,YES,39.0738487243652,-94.3636474609375,0,7231BA,3/1/1999,MO,RENEWAL,64057
1023,40079,AC,Active Status,23200  E STRODE RD,Cleaning/Maintenance Service,NANCY SPIELBUSCH,INDEPENDENCE,3,2013-01-03,1/31/2017,0-10,YES,39.0635261535645,-94.3049697875977,0,7349,1/4/1999,MO,RENEWAL,64015
1024,61717,AC,Active Status,3620  S ARROWHEAD AVE   100,College/Professional School,NATIONAL AMERICAN UNIVERISTY,INDEPENDENCE,3,2012-11-30,11/30/2016,26-50,NO,39.0527076721191,-94.3606033325195,38,8221,12/1/2004,MO,RENEWAL,64057
1025,83016,AC,Active Status,3720  S ARROWHEAD AVE,Office-Billing/Admin/Constr/Recruiting,NATIONAL HOT ROD ASSOCIATION DIV 5,INDEPENDENCE,3,2012-11-26,11/30/2016,0-10,NO,39.0499305725098,-94.3597946166992,0,8721N,11/1/1994,MO,RENEWAL,64057
1026,5548,AC,Active Status,4011  S BOLGER DR  #A,Tire Sales &/Or Service,NATIONAL TIRE & BATTERY #675,INDEPENDENCE,3,2012-05-02,4/30/2017,0-10,NO,39.0452194213867,-94.3641204833984,0,5531BA,10/3/1984,MO,RENEWAL,64055
1027,4166,AC,Active Status,18801  E 39TH ST S 2060,Clothing - Retail Sales,NEW YORK & CO. OUTLET #3666,INDEPENDENCE,3,2012-04-24,4/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,1/1/1975,MO,RENEWAL,64057
1028,79858,AC,Active Status,18801  E 39TH ST S 2140,Restaurant,NOODLES & COMPANY,INDEPENDENCE,3,2012-03-23,3/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5812,6/25/2010,MO,RENEWAL,64057
1029,79858,AC,Active Status,18801  E 39TH ST S 2140,Restaurant,NOODLES & COMPANY,INDEPENDENCE,3,2013-03-18,3/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5812,6/25/2010,MO,RENEWAL,64057
1030,34842,AC,Active Status,18805  E HANTHORN DR,Residential Care Services,"NORTHSTAR RESIDENTIAL CARE, INC",INDEPENDENCE,3,2012-11-29,10/31/2016,0-10,YES,39.0657577514648,-94.3582458496094,5,8361,10/1/1996,MO,RENEWAL,64057
1031,64924,AC,Active Status,18108  E 51ST STREET CT S,Roofing/Siding/Windows Contractor,"NATIONWIDE CONSTRUCTION, INC.",INDEPENDENCE,3,2012-11-30,11/30/2016,0-10,YES,39.0267601013184,-94.3675689697266,3,1761A,5/5/1998,MO,RENEWAL,64055
1032,31797,AC,Active Status,2610  S HUB DR,Sign/Advertising Services,NEW SIGNS,INDEPENDENCE,3,2012-10-12,9/30/2016,0-10,NO,39.07275390625,-94.3813552856445,0,7312,9/1/1995,MO,RENEWAL,64055
1033,66938,AC,Active Status,4000  S LITTLE BLUE PKWY  E,Optical Goods,O H GERRY OPTICAL CO.,INDEPENDENCE,3,2012-06-25,6/30/2017,0-10,NO,39.0495300292969,-94.3557662963867,0,5995,6/3/1996,MO,RENEWAL,64057
1034,6938,AC,Active Status,1101  E 23RD ST S,Auto Parts-Retail Sales,O'REILLY AUTOMOTIVE #123,INDEPENDENCE,3,2012-04-23,4/30/2017,0-10,NO,39.078239440918,-94.400993347168,0,5531,11/9/1988,MO,RENEWAL,64055
1035,39205,AC,Active Status,18801  E 39TH ST S 2072,Clothing - Retail Sales,OLD NAVY #5176,INDEPENDENCE,3,2012-10-15,10/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,10/21/1998,MO,RENEWAL,64057
1037,74354,AC,Active Status,18801  E 39TH ST S 1012,Clothing - Retail Sales,PACIFIC SUNWEAR,INDEPENDENCE,3,2012-06-25,6/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,6/5/1998,MO,RENEWAL,64057
1038,80145,AC,Active Status,2424  S R D MIZE RD   A,Lawn/Landscape/Tree Services,"PALMER LAWN PROFESSIONALS, INC",INDEPENDENCE,3,2012-04-19,4/30/2017,0-10,NO,39.0743141174316,-94.3774948120117,0,0782B,4/1/1996,MO,RENEWAL,64057
1039,53612,AC,Active Status,18801  E 39TH ST S 102,Restaurant,PANDA EXPRESS #735,INDEPENDENCE,3,2012-06-19,6/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5812,6/25/2002,MO,RENEWAL,64057
1040,50966,AC,Active Status,18800  E US 40 HWY,Bakery Products-Retail,PANERA BREAD CO.,INDEPENDENCE,3,2012-10-12,9/30/2016,0-10,NO,39.0333671569824,-94.3598403930664,0,5461,9/1/2001,MO,RENEWAL,64055
1041,74007,AC,Active Status,19321  E US 40 HWY  B,Food Sales-Carry Out/Delivery,PAPA JOHN'S PIZZA #3547,INDEPENDENCE,3,2012-04-27,4/30/2017,0-10,NO,39.0293006896973,-94.3552780151367,0,5812E,4/21/2008,MO,RENEWAL,64055
1042,8447,AC,Active Status,16916  E 36TH ST S,Cleaning/Maintenance Service,PAT'S PROFESSIONAL CLEANING,INDEPENDENCE,3,2012-04-16,4/30/2017,0-10,YES,39.0534591674805,-94.3806304931641,0,7349,7/10/1991,MO,RENEWAL,64055
1043,79712,AC,Active Status,16525  E 53RD TERRACE CT S,Art/Painting Sales,PATRICIA BETTERIDGE,INDEPENDENCE,3,2012-03-29,3/31/2017,0-10,YES,39.0227966308594,-94.3850479125977,0,8249C,3/11/2010,MO,RENEWAL,64055
1044,79712,AC,Active Status,16525  E 53RD TERRACE CT S,Art/Painting Sales,PATRICIA BETTERIDGE,INDEPENDENCE,3,2013-03-20,3/31/2017,0-10,YES,39.0227966308594,-94.3850479125977,0,8249C,3/11/2010,MO,RENEWAL,64055
1045,1493,AC,Active Status,17710  E 39TH ST S,Shoe Sales-Retail,PAYLESS SHOESOURCE #426,INDEPENDENCE,3,2012-04-20,4/30/2017,0-10,NO,39.051139831543,-94.3705368041992,0,5661,7/1/1978,MO,RENEWAL,64055
1048,85524,AC,Active Status,18801  E 39TH ST S  1022,Pet/Fish Sales/Supplies,PETLAND,INDEPENDENCE,3,2013-02-20,12/31/2016,11-25,NO,39.0456848144531,-94.3576812744141,16,5999A,12/5/2011,MO,RENEWAL,64057
1049,35900,AC,Active Status,4010  S BOLGER DR,Pet/Fish Sales/Supplies,"PETSMART, INC #238",INDEPENDENCE,3,2012-05-09,5/31/2017,26-50,NO,39.0451316833496,-94.3671035766602,40,5999A,5/5/1997,MO,RENEWAL,64055
1050,52200,AC,Active Status,18801  E 39TH ST S KO-01,Jewelry Sales/Design/Repair,PIERCING PAGODA #1061,INDEPENDENCE,3,2012-11-26,11/30/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5944,11/20/1998,MO,RENEWAL,64057
1051,75687,AC,Active Status,2411  S M 291 HWY  B,Restaurant,PIZZA HUT #4707,INDEPENDENCE,3,2012-12-18,12/31/2016,0-10,NO,39.0753555297852,-94.3784637451172,0,5812,12/9/2008,MO,RENEWAL,64057
1052,58191,AC,Active Status,4803  S MAYBROOK CT,Internet Research/Design,"PLAYNET, LLC",INDEPENDENCE,3,2012-10-30,9/30/2016,0-10,YES,39.0312156677246,-94.3729553222656,0,7371F,9/20/2003,MO,RENEWAL,64055
1055,5629,AC,Active Status,16611  E 23RD ST S,Grocery Store,PRICE CHOPPER,INDEPENDENCE,3,2012-04-27,4/30/2017,0-10,NO,39.0763092041016,-94.3823547363281,0,5411A,8/1/1985,MO,RENEWAL,64055
1056,81005,AC,Active Status,3801  S SELSA RD  #1 - 3,Indrstl/Commercial Equip Design/Mfg/Sale,PROGRESS RAIL SERVICES,INDEPENDENCE,3,2012-08-09,8/31/2016,0-10,NO,39.0493354797363,-94.3384552001953,0,3599B,3/1/2010,MO,RENEWAL,64057
1057,8239,AC,Active Status,1325  S NOLAND RD,Health Care Services,PROMPT MEDICAL CLINIC INC,INDEPENDENCE,3,2012-04-13,4/30/2017,0-10,NO,39.0763969421387,-94.4134979248047,0,8011,1/28/1991,MO,RENEWAL,64055
1058,48558,AC,Active Status,2700  S M 291 HWY,Storage/Warehousing,PUBLIC STORAGE,INDEPENDENCE,3,2012-04-24,3/31/2017,0-10,NO,39.0707778930664,-94.3801574707031,2,4225,3/12/1999,MO,RENEWAL,64055
1059,48558,AC,Active Status,2700  S M 291 HWY,Storage/Warehousing,PUBLIC STORAGE,INDEPENDENCE,3,2013-03-06,3/31/2017,0-10,NO,39.0707778930664,-94.3801574707031,2,4225,3/12/1999,MO,RENEWAL,64055
1060,50781,AC,Active Status,2700  S M 291 HWY,Key/Lock Sales &/Or Service,PUBLIC STORAGE,INDEPENDENCE,3,2012-04-24,3/31/2017,0-10,NO,39.0707778930664,-94.3801574707031,2,7699,3/12/1999,MO,RENEWAL,64055
1061,50781,AC,Active Status,2700  S M 291 HWY,Key/Lock Sales &/Or Service,PUBLIC STORAGE,INDEPENDENCE,3,2013-03-06,3/31/2017,0-10,NO,39.0707778930664,-94.3801574707031,2,7699,3/12/1999,MO,RENEWAL,64055
1062,61143,AC,Active Status,411  E 23RD ST S A,Water Treatment System/Conditioning,PURE WATER OASIS INC.,INDEPENDENCE,3,2012-07-02,6/30/2017,0-10,NO,39.0786552429199,-94.4101715087891,0,7389F,6/17/2004,MO,RENEWAL,64055
1063,43160,AC,Active Status,2601  S HUB DR  D,Property Management Services,"PRAIRIE ROSE MANAGEMENT CO., INC.",INDEPENDENCE,3,2013-01-30,1/31/2017,0-10,YES,39.0735816955566,-94.3805847167969,0,6531B,1/1/2000,MO,RENEWAL,64055
1064,41766,AC,Active Status,2601  S M 291 HWY,Convenience Store W/Gas Sales,QUIKTRIP #161,INDEPENDENCE,3,2012-06-19,6/30/2017,11-25,NO,39.0718955993652,-94.3776702880859,24,5411J,6/1/2000,MO,RENEWAL,64057
1065,7764,AC,Active Status,17815  E 39TH ST S,Convenience Store W/Gas Sales,QUIKTRIP #245,INDEPENDENCE,3,2012-04-24,4/30/2017,11-25,NO,39.047908782959,-94.3692474365234,24,5411J,12/28/1989,MO,RENEWAL,64055
1067,85981,AC,Active Status,16501  E US 40 HWY,Convenience Store W/Gas Sales,QUIKTRIP #202,INDEPENDENCE,3,2012-04-09,9/1/2016,11-25,NO,39.0338172912598,-94.3865966796875,24,5411J,9/1/2012,MO,NEW,64055
1068,39647,AC,Active Status,2650  S HUB DR   E,Laundromat,QUALITY LAUNDRY PROFESSIONALS,INDEPENDENCE,3,2012-11-26,11/30/2016,0-10,NO,39.0715560913086,-94.3814086914063,0,7215,11/7/1998,MO,RENEWAL,64055
1069,48339,AC,Active Status,1417  S WOODBURY ST,Carpet/Floor Coverings-Sales,R & R CARPET,INDEPENDENCE,3,2013-02-11,1/31/2017,0-10,YES,39.0734977722168,-94.3946914672852,0,5713,11/15/2000,MO,RENEWAL,640550000
1070,37336,AC,Active Status,1112   DICKINSON RD   #C,Auto Service,R & S AUTOMOTIVE,INDEPENDENCE,3,2013-01-16,1/31/2017,0-10,NO,39.0639610290527,-94.3751754760742,4,7549,1/1/1998,MO,RENEWAL,64055
1071,73514,AC,Active Status,16200  E 38TH ST S,Upholstery/Furniture Repair,R & S ENTERPRISES,INDEPENDENCE,3,2012-05-07,5/31/2017,0-10,YES,39.0507202148438,-94.38916015625,0,7641,6/1/2008,MO,RENEWAL,64055
1072,87998,AC,Active Status,3209  S JEFFREY CIR,Engineer/Surveyor/Architect,RAINMAKER SURVEYING,INDEPENDENCE,3,2012-08-24,8/31/2016,0-10,YES,39.0605392456055,-94.3847198486328,0,8711,1/1/2012,MO,RENEWAL,64055
1073,87618,AC,Active Status,3431  S M 291 HWY,Diagnostic Imaging,"RAMIC INDEPENDENCE, LLC.",INDEPENDENCE,3,2012-07-20,12/31/2016,0-10,NO,39.0558166503906,-94.3650207519531,0,8071A,12/17/2010,MO,RENEWAL,64057
1074,87618,AC,Active Status,3431  S M 291 HWY,Diagnostic Imaging,"RAMIC INDEPENDENCE, LLC.",INDEPENDENCE,3,2012-12-21,12/31/2016,0-10,NO,39.0558166503906,-94.3650207519531,0,8071A,12/17/2010,MO,RENEWAL,64057
1075,63327,AC,Active Status,17501  E US 40 HWY   221,Trophy Sales/Retail/Engraving,RECOGNITION PLUS,INDEPENDENCE,3,2013-01-29,1/31/2017,0-10,NO,39.033447265625,-94.3755722045898,0,5999M,1/15/2005,MO,RENEWAL,64055
1076,7687,AC,Active Status,16813  E 23RD ST S,Used Merchandise Sales,RED RACKS - DAV THRIFT STORE,INDEPENDENCE,3,2012-04-26,4/30/2017,0-10,NO,39.0771484375,-94.3804168701172,0,5932,10/2/1989,MO,RENEWAL,64055
1077,56209,AC,Active Status,18810  E US 40 HWY,Restaurant/Bar,RED ROBIN,INDEPENDENCE,3,2012-04-06,4/30/2017,75+,NO,39.0331077575684,-94.3590621948242,90,5812H,4/1/2003,MO,RENEWAL,64055
1078,66379,AC,Active Status,3700  S ARROWHEAD AVE,Hotel/Motel,RESIDENCE INN INDEPENDENCE,INDEPENDENCE,3,2012-03-26,3/31/2017,0-10,NO,39.0513648986816,-94.360107421875,0,7011,3/31/2006,MO,RENEWAL,64057
1079,83511,AC,Active Status,3220  S MIZE RIDGE CT,Window Treatments,"RICKS BLINDS, LLC",INDEPENDENCE,3,2012-03-28,4/30/2017,0-10,YES,39.0580291748047,-94.3244705200195,1,5719,4/15/2011,MO,RENEWAL,64057
1082,49361,AC,Active Status,16821  E 31ST ST S,Child Care - 4 Or Less,ROBINSON'S LEARNING TREE,INDEPENDENCE,3,2013-02-27,2/28/2017,0-10,NO,39.0605697631836,-94.3819198608398,0,8351Q,2/1/2001,MO,RENEWAL,64055
1083,30311,AC,Active Status,4917  S DOWNEY AVE,Vending Company,ROCA VENDING INC,INDEPENDENCE,3,2013-02-27,2/28/2017,0-10,YES,39.0293807983398,-94.3790054321289,0,5962,2/22/1995,MO,RENEWAL,64055
1084,86861,AC,Active Status,17309  E 50TH STREET CT S,Small Engine Repair,ROGER'S SMALL ENGINES LLC,INDEPENDENCE,3,2012-05-06,5/6/2017,0-10,NO,39.0282859802246,-94.3779678344727,0,7699E,1/27/2012,MO,RENEWAL,64055
1085,87652,AC,Active Status,18910  E 39TH ST S,Clothing - Retail Sales,ROSS DRESS FOR LESS #1564,INDEPENDENCE,3,2012-07-25,10/31/2016,0-10,NO,39.0495300292969,-94.3557662963867,0,5651,10/2/2012,MO,NEW,64057
1086,77807,AC,Active Status,1407  S LOGAN AVE,Industrial Supply/Equip-Instl/Svc,"RC-N-I, INC",INDEPENDENCE,3,2012-10-22,8/5/2016,0-10,YES,39.0759048461914,-94.4043502807617,10,5085,8/1/2009,MO,RENEWAL,64055
1087,6597,AC,Active Status,3000  S LITTLE BLUE EXPRESSWAY,Sheet Metal Fabrication,"RONSON MACHINE & MANUFACTURING, INC",INDEPENDENCE,3,2012-05-10,4/30/2017,11-25,NO,39.0637321472168,-94.3468704223633,21,3444,9/17/1987,MO,RENEWAL,64057
1088,40118,AC,Active Status,2601  S HUB DR  D,Accounting/Bookeeping Srv,S.M.A.R.T. T.A.X.,INDEPENDENCE,3,2013-01-05,1/31/2017,0-10,NO,39.0735816955566,-94.3805847167969,0,8721,1/1/1998,MO,RENEWAL,64055
1089,33978,AC,Active Status,4741  S ARROWHEAD DR,Optical Goods,"SABATES EYE CENTERS, P.C.",INDEPENDENCE,3,2012-10-18,9/30/2016,0-10,NO,39.0314521789551,-94.358283996582,0,5995,9/16/1996,MO,RENEWAL,64055
1091,32705,AC,Active Status,18810  E 39TH ST S G,Beauty/Skin Services &/or Retail,SALLY BEAUTY SUPPLY #1905,INDEPENDENCE,3,2012-04-23,4/30/2017,0-10,NO,39.0495300292969,-94.3557662963867,0,5999DA,4/8/1996,MO,RENEWAL,64057
1092,58837,AC,Active Status,18920  E VALLEY VIEW PKWY   SUITE A,Hair/Nail Salon (Business Owner),SALON AMI DAY SPA,INDEPENDENCE,3,2013-02-06,2/28/2017,0-10,NO,39.0346755981445,-94.3578796386719,0,7231,2/1/2004,MO,RENEWAL,64057
