PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,FISCAL_YEAR,OBJECTID
PO558597,DEPARTMENT OF HEALTH,9488700:Telemedical Professional Services,299979,2017-02-06T00:00:00.000Z,DC BREASTFEEDING COALITION,2017,355969
PO554474-V3,DEPARTMENT OF HEALTH,ADMINISTRATIVE/MANAGEMENT,40432,2017-04-20T00:00:00.000Z,Ross Professional Services,2017,355970
PO552817-V4,DEPARTMENT ON DISABILITY SERVICES,"9487632:CRISIS STABILIZATION SERVICES TO BE PROVIDED IN AN INPATIENT PSYCHIATRIC FACILITY, SHORT-TERM, NORMALLY 7 DAYS OR LESS",70000,2017-04-28T00:00:00.000Z,"INTERDYNAMICS, INC.",2017,355971
PO563213,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",5203.9,2017-05-24T00:00:00.000Z,"Networking For Future, Inc.",2017,355972
PO558603,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",94010.07,2017-02-07T00:00:00.000Z,n2grate,2017,355973
PO563918,OFFICE OF CHIEF TECHNOLOGY OFFICER,"Computers, Microcomputer, Handheld, Laptop and Notebook, Rental or Lease",5337.98,2017-06-07T00:00:00.000Z,Dell Computer Corp.,2017,355974
PO561913-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,8860.32,2017-05-10T00:00:00.000Z,"COMPUTER AID, INC.",2017,355975
PO563150-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,45975.6,2017-06-09T00:00:00.000Z,"Enlightened, Inc.",2017,355976
PO560140-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,75600,2017-06-06T00:00:00.000Z,Analytica LLC,2017,355977
PO556482-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,2400,2017-03-31T00:00:00.000Z,CORESITE L.P.,2017,355978
PO559539,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"5456255:PARTS AND ACCESSORIES, AIR/PNEUMATIC ROUTER (MISC)",64.9,2017-02-28T00:00:00.000Z,"SCHAEFER-FRIEDMAN, LLC",2017,355979
PO559788,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Classroom and Educational Furnishings and Equipment, Manufacturing Services",355.2,2017-03-06T00:00:00.000Z,Mt Library Services dba Junior,2017,355980
PO558517,DEPT. OF HOUSING AND COMM. DEVELOPMENT,Infrastructure and Infrastructure Improvements,78675.5,2017-02-03T00:00:00.000Z,IS ENTERPRISES INC,2017,355981
PO560957,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,9187400:Legal Consulting,20000,2017-03-30T00:00:00.000Z,NATALEE ALLENBAUGH,2017,355982
PO558274,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",6000,2017-01-30T00:00:00.000Z,PRINCE GEORGE'S COMM. COLLEGE,2017,355983
PO551730-V3,DC PUBLIC LIBRARY,"MANAGEMENT SERVICES, RENTAL CAR FLEET CUSTOMER ACCOUNTS",2000,2017-05-02T00:00:00.000Z,"ZIPCAR, INC.",2017,355984
PO557202,DEPARTMENT OF HEALTH CARE FINANCE,AUDITING SERVICES,397440,2017-01-03T00:00:00.000Z,BERT SMITH & COMPANY,2017,355985
PO563821,DEPARTMENT OF PARKS AND RECREATION,"8057575:SWIMMING EQUIPMENT, AND PARTS AND ACCESSORIES",2807.94,2017-06-06T00:00:00.000Z,General Merchandise Supplies,2017,355986
PO562864,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",178.02,2017-05-15T00:00:00.000Z,THE HAMILTON GROUP,2017,355987
PO551445-V2,DEPARTMENT ON DISABILITY SERVICES,"9527700:Research and Evaluation, Human Services (Including Productivity Audits)",25000,2017-04-19T00:00:00.000Z,Elizabeth Anne Jones,2017,355988
PO560636-V2,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),24125,2017-06-06T00:00:00.000Z,PROVIDENCE HEALTH FOUNDATION,2017,355989
PO560886,DEPARTMENT OF MOTOR VEHICLES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,748,2017-03-30T00:00:00.000Z,Analytica LLC,2017,355990
PO563809,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2046488:SWITCHES, FIBER",6828.5,2017-06-06T00:00:00.000Z,"Networking For Future, Inc.",2017,355991
PO553355-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,113788.8,2017-05-17T00:00:00.000Z,Synergetic Information Systems,2017,355992
PO555784-V2,DEPARTMENT OF EMPLOYMENT SERVICES,"PARTS AND ACCESSORIES, AUDIO VISUAL EQUIPMENT",0,2017-04-24T00:00:00.000Z,DELL FINANCIAL SERVICES,2017,355993
PO561488-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"LABOR, MISCELLANEOUS",5775,2017-05-26T00:00:00.000Z,AFRICAN HERITAGE DANCERS &,2017,355994
PO557288,OFFICE OF THE ATTORNEY GENERAL,"5754714:ACCESSORIES AND SUPPLIES, READER/PRINTER (MISC)",229,2017-01-05T00:00:00.000Z,A Digital Solutions Inc.,2017,355995
PO563283,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,105.3,2017-05-25T00:00:00.000Z,SUPERIOR COURT OF DC,2017,355996
PO561191,OFFICE OF UNIFIED COMMUNICATIONS,"7258259:PARTS AND ACCESSORIES, MOTOROLA RADIO (MOTOROLA OR EQUAL)",82680,2017-04-05T00:00:00.000Z,PROCOM CORPORATION,2017,355997
PO561851,DEPARTMENT OF CORRECTIONS,"2045373:SERVERS, FILE, MICROCOMPUTER",155.99,2017-04-21T00:00:00.000Z,Dell Computer Corp.,2017,355998
PO560952,DEPARTMENT OF HEALTH,"9200700:Applications Software for Microcomputer Systems: Business, Mathematical/Statistical, Medical, Scientific, etc.",24649.92,2017-03-30T00:00:00.000Z,EXECUTIVE INFORMATION SYS LLC,2017,355999
PO561591,DEPARTMENT OF HEALTH,9535200:Insurance and Insurance Services (Not Otherwise Classified),17633.52,2017-04-14T00:00:00.000Z,A.J. Boggs & Company,2017,356000
PO558470,DEPARTMENT OF HEALTH,"LABOR, MISCELLANEOUS",410,2017-02-02T00:00:00.000Z,RELX Inc,2017,356001
PO562851,DEPUTY MAYOR FOR GREATER ECONOMIC OPPORTUNITY,9777360:RENTAL OF PORTABLE TOILETS (REGULAR AND HANDICAP ACCESSIBLE) TO INCLUDE DELIVERY AND SET-UP AT SPECIFIC LOCATIONS,9525,2017-05-12T00:00:00.000Z,"Gotta Go Now!, LLC",2017,356002
PO552354-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",29344.64,2017-05-31T00:00:00.000Z,SAIC_1,2017,356003
PO563655,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9981800:Books, All Types (Library, School, etc.)",427.2,2017-06-01T00:00:00.000Z,INTAC INC,2017,356004
PO561964,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6453328:PAPER, COPY, 100% RECYCLED, CHLORINE FREE",1199.6,2017-04-24T00:00:00.000Z,Capital Services and Supplies,2017,356005
PO558632,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6453328:PAPER, COPY, 100% RECYCLED, CHLORINE FREE",4800,2017-02-07T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,356006
PO559087,OFFICE OF PEOPLE'S COUNSEL,ADVERTISING AGENCY SERVICES,250,2017-02-16T00:00:00.000Z,COMMUNITY SERVICES AGENCY,2017,356007
PO561004,DEPARTMENT OF ENERGY AND ENVIRONMENT,"Maintenance and Repair, Other Infrastructure",249740.8,2017-03-31T00:00:00.000Z,"STORMWATER MAINTENANCE, LLC",2017,356008
PO554205-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"9907700:Safety Training and Awareness Services (Highway Safety, Boating, Seat Belt, etc.)",1200,2017-03-07T00:00:00.000Z,"QBS, Inc.",2017,356009
PO559298,DEPARTMENT OF HEALTH,"SERVERS, MICROCOMPUTER, DELL POWEREDGE, INCLUDING PARTS AND ACCESSORIES.",35.19,2017-02-22T00:00:00.000Z,Dell Computer Corp.,2017,356010
PO550783-V3,DEPARTMENT ON DISABILITY SERVICES,"9487632:CRISIS STABILIZATION SERVICES TO BE PROVIDED IN AN INPATIENT PSYCHIATRIC FACILITY, SHORT-TERM, NORMALLY 7 DAYS OR LESS",5000,2017-06-08T00:00:00.000Z,"Diana J. Wall, Psy.D.",2017,356011
PO557286,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",110679.69,2017-01-05T00:00:00.000Z,"SPECTRUM SYSTEMS, INC.",2017,356012
PO562139-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,39993.75,2017-05-19T00:00:00.000Z,"COMPUTER AID, INC.",2017,356013
PO560323,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2045446:MICROCOMPUTERS, LAPTOP",600000,2017-03-17T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,356014
PO560167,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"9612800:Economic Development, Domestic and Foreign",50000,2017-03-15T00:00:00.000Z,REINVENT YOU,2017,356015
PO551732-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,0,2017-03-07T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356016
PO550087-V3,DEPARTMENT OF PUBLIC WORKS,"0550424:BELTS, AIR CONDITIONER - BRAND LISTED OR EQUAL",29000,2017-05-22T00:00:00.000Z,CRISWELL HONDA,2017,356017
PO559436,OFFICE OF HUMAN RIGHTS,9654600:Graphic Design Services for Printing,2000,2017-02-24T00:00:00.000Z,Tsitsi Mercy Chikowore,2017,356018
PO557451-V2,DEPARTMENT OF FORENSICS SCIENCES,9791700:Chemical Laboratory Equipment and Supplies Rental or Lease,88900.55,2017-05-09T00:00:00.000Z,THERMO ELECTRON NORTH AMERICA,2017,356019
PO549951-V2,DEPARTMENT OF BEHAVIORAL HEALTH,JANITORIAL SERVICES,28262.08,2017-03-24T00:00:00.000Z,Clean Team Janitorial Service,2017,356020
PO564062,DEPARTMENT OF GENERAL SERVICES,9188500:Personnel/Employment Consulting,136600,2017-06-09T00:00:00.000Z,"Aspen of DC, Inc. d/b/a ADC Management Solutions",2017,356021
PO560401,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,75773.93,2017-03-20T00:00:00.000Z,KEYSTONE PLUS CONSTRUCTION COR,2017,356022
PO556824-V2,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",1560,2017-03-03T00:00:00.000Z,REGINALD CABICO,2017,356023
PO557437,DEPARTMENT OF CORRECTIONS,APPLICATIONS SOFTWARE (FOR MINICOMPUTER SYSTEMS),485.74,2017-01-09T00:00:00.000Z,Northpointe Inc,2017,356024
PO552375-V3,DEPARTMENT OF HEALTH,ADMINISTRATIVE/MANAGEMENT,9438.74,2017-05-09T00:00:00.000Z,MIDTOWN PERSONNEL INC,2017,356025
PO558603,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",2388,2017-02-07T00:00:00.000Z,n2grate,2017,356026
PO561911,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,16716,2017-04-21T00:00:00.000Z,"COMPUTER AID, INC.",2017,356027
PO563148-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,45975.6,2017-06-09T00:00:00.000Z,"Enlightened, Inc.",2017,356028
PO562321,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER, TOWELS",328.65,2017-05-02T00:00:00.000Z,General Merchandise Supplies,2017,356029
PO563337,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"3939700:Food Products, Scrap or Waste",177.9,2017-05-25T00:00:00.000Z,"SKY,LLC DBA/US-OFFICE SOLUTION",2017,356030
PO558064,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"0703615:SCHOOL BUSES, SMALL",1180,2017-01-24T00:00:00.000Z,DILLONS BUS SERVICE INC,2017,356031
PO563944,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,HEALTH,43.9,2017-06-07T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,356032
PO559108,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,125,2017-02-17T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356033
PO556722-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,180,2017-02-17T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356034
PO555112-V2,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,0,2017-03-16T00:00:00.000Z,LATIN AMERICAN YOUTH CENTER,2017,356035
PO554198-V2,DEPARTMENT OF EMPLOYMENT SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,67230.8,2017-01-27T00:00:00.000Z,Information Unlimited Inc,2017,356036
PO558992-V2,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,276.25,2017-03-24T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356037
PO557201-V2,INAUGURAL EXPENSES,"0151558:TONER, FOR CANON COPIERS (CANON OR EQUAL)",570.2,2017-01-06T00:00:00.000Z,Capital Services and Supplies,2017,356038
PO564012-V2,DC NATIONAL GUARD,"2001376:TEE SHIRTS, YOUTH, CREW NECK",86.4,2017-06-09T00:00:00.000Z,G-LAND UNIFORMS INC.,2017,356039
PO558425,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",64906,2017-02-01T00:00:00.000Z,WASHINGTON BACH CONSORT,2017,356040
PO552360,DEPARTMENT OF GENERAL SERVICES,"CUTTERS, GRASS, WEED",458710.31,2017-01-05T00:00:00.000Z,NATIONAL SERVICE CONTRACTORS I,2017,356041
PO557966,DEPARTMENT OF CORRECTIONS,"LEGAL SERVICES, ATTORNEYS",1160,2017-01-24T00:00:00.000Z,ILEXLAW PLLC,2017,356042
PO561497,DEPARTMENT OF CORRECTIONS,"SHIRTS, UNIFORM, MEN S AND WOMEN S, CORRECTIONAL OFFICER APPAREL",1153.99,2017-04-13T00:00:00.000Z,MORGANS INC,2017,356043
PO563012,DEPARTMENT OF TRANSPORTATION,"BRIDGE, CONSTRUCTION, AND INSPECTION FORMS TO INCLUDE BRIDGE FOUNDATION AND SOIL TEST PROGRAM FORMS",9147015.7,2017-05-18T00:00:00.000Z,FORT MYER CONSTRUCTION CORPORA,2017,356044
PO552078-V4,DEPARTMENT ON DISABILITY SERVICES,9529300:Try-out Employment,200000,2017-05-17T00:00:00.000Z,RCM OF WASHINGTON,2017,356045
PO562227,OFFICE OF CHIEF TECHNOLOGY OFFICER,"5508857:POWER SUPPLY, BATTERY BACK UP SYSTEM",326,2017-05-01T00:00:00.000Z,ELTEK,2017,356046
PO559591,OFFICE OF CHIEF TECHNOLOGY OFFICER,"MAINTENANCE, NETWORKING SOFTWARE",2687.35,2017-03-01T00:00:00.000Z,Cradle Systems,2017,356047
PO562142,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,16642.08,2017-04-28T00:00:00.000Z,"COMPUTER AID, INC.",2017,356048
PO560950,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,112396.8,2017-03-30T00:00:00.000Z,SAIC_1,2017,356049
PO562955,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,973.26,2017-05-17T00:00:00.000Z,SAIC_1,2017,356050
PO558633,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9984600:Furniture,2186,2017-02-07T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,356051
PO557376,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,750,2017-01-06T00:00:00.000Z,Run Hope Work_1,2017,356052
PO563699,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,9.45,2017-06-02T00:00:00.000Z,"Planet Depos, LLC",2017,356053
PO561616,OFFICE OF THE ATTORNEY GENERAL,"6153345:ORGANIZERS, DESK SUPPLIES",336,2017-04-18T00:00:00.000Z,ALS OFFICE PRODUCTS,2017,356054
PO560175,OFFICE OF HUMAN RIGHTS,"9617542:TRANSLATION SERVICES, ENGLISH TO SPANISH",10000,2017-03-15T00:00:00.000Z,MULTICULTURAL COMMUNITY SERVIC,2017,356055
PO561858,DEPARTMENT OF BEHAVIORAL HEALTH,9812464:RENTAL OF RECYCLING COLLECTION EQUIPMENT AND CONTAINERS,2500,2017-04-21T00:00:00.000Z,"21st Century Security, LLC",2017,356056
PO561036,DEPARTMENT OF BEHAVIORAL HEALTH,"9485551:MEDICAL TESTING AND SERVICES PROVIDED BY NON-PHYSICIANS SUCH AS NURSES, PHYSICAL THERAPISTS, OCCUPATIONAL THERAPISTS, ETC., INCLUDING MEDICAL TESTING SERVICES SUCH AS MRI, CT SCANS, BLOOD TESTING AND ULTRASOUNDS",8860,2017-03-31T00:00:00.000Z,J & E ASSOCIATES,2017,356057
PO562864,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",458.1,2017-05-15T00:00:00.000Z,THE HAMILTON GROUP,2017,356058
PO562151,OFFICE OF CHIEF FINANCIAL OFFICER,"2045446:MICROCOMPUTERS, LAPTOP",9726.96,2017-04-28T00:00:00.000Z,"MVS, Inc.",2017,356059
PO551739-V2,OFFICE OF CHIEF FINANCIAL OFFICER,"9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING",73320,2017-01-13T00:00:00.000Z,Cristo Consulting Incorporated,2017,356060
PO559941,OFFICE OF CHIEF FINANCIAL OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",114953,2017-03-09T00:00:00.000Z,GARTNER INC,2017,356061
PO562435,DEPARTMENT OF TRANSPORTATION,"Mailing, Postage and Shipping Services, Electronic",8428,2017-05-04T00:00:00.000Z,"MCANDREW CO, INC",2017,356062
PO557757,FIRE AND EMERGENCY MEDICAL SERVICES,9986700:Medical and Dental Equipment and Supplies,6366,2017-01-17T00:00:00.000Z,Total Healthcare Solutions,2017,356063
PO549946-V2,DEPARTMENT OF BEHAVIORAL HEALTH,PUBLIC RELATIONS SERVICES,2750,2017-02-13T00:00:00.000Z,"OCTANE, LLC",2017,356064
PO557462,METROPOLITAN POLICE DEPARTMENT,POLICE DOG TRAINING EQUIPMENT,4700,2017-01-09T00:00:00.000Z,"Cobra Canine, LLC",2017,356065
PO562832,DEPARTMENT OF PUBLIC WORKS,"4503460:RECEPTACLES, TRASH, STEEL BAR",1870.85,2017-05-12T00:00:00.000Z,TOTER INCORPORATED,2017,356066
PO561588,DEPART OF YOUTH REHABILITATION SERVICES,9529500:Youth Care Services,36000,2017-04-14T00:00:00.000Z,MARCO PRICE dba FRESH START,2017,356067
PO562576,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,2.7,2017-05-08T00:00:00.000Z,SUPERIOR COURT OF DC,2017,356068
PO561125,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,250,2017-04-04T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356069
PO563075,DC PUBLIC LIBRARY,"9100100:Acoustical Ceilings and Walls: Cleaning, Installation, Restoration, Maintenance and Repair (Including Panel Wall Systems)",625.8,2017-05-19T00:00:00.000Z,"ROJANI FAC MANAGEMENT, LLC",2017,356070
PO562959,DEPARTMENT OF TRANSPORTATION,"9064640:DESIGN SERVICES, HIGHWAY TRAFFIC",273728.6,2017-05-17T00:00:00.000Z,DAVID VOLKERT & ASSOCIATES,2017,356071
PO560381,DEPARTMENT OF PARKS AND RECREATION,9984400:Food,179.4,2017-03-20T00:00:00.000Z,AdBox Promo Agency,2017,356072
PO562184,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",162.12,2017-05-01T00:00:00.000Z,THE HAMILTON GROUP,2017,356073
PO562627,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",893.4,2017-05-09T00:00:00.000Z,The Hamilton Group,2017,356074
PO560154,DEPARTMENT OF HUMAN SERVICES,9527500:Refugee Assistance,194476.84,2017-03-15T00:00:00.000Z,Catholic Charities,2017,356075
PO560515,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Judgments and Settlements, Claimant & Attorney",8400,2017-03-22T00:00:00.000Z,"JEROME H. ROSS, LTD.",2017,356076
PO563003,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",213.84,2017-05-18T00:00:00.000Z,LASER ART INC,2017,356077
PO559696,FIRE AND EMERGENCY MEDICAL SERVICES,9584100:Fleet Management Services,25000,2017-03-02T00:00:00.000Z,First Vehicle Services,2017,356078
PO562895,FIRE AND EMERGENCY MEDICAL SERVICES,RESCUE EQUIPMENT SUPPLIES AND ACCESSORIES,320.37,2017-05-16T00:00:00.000Z,Federal Resources Supply Company,2017,356079
PO557376,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,1000,2017-01-06T00:00:00.000Z,Run Hope Work_1,2017,356080
PO558892-V2,DEPT. OF HOUSING AND COMM. DEVELOPMENT,"TRAINING SERVICES FOR DBE, HUB, AND SMALL BUSINESS ENTERPRISES - LINC PROGRAM",107500,2017-02-21T00:00:00.000Z,CENTRAL AMERICAN RESOURCE CTR,2017,356081
PO561623,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,2075,2017-04-18T00:00:00.000Z,"OLENDER REPORTING, INC.",2017,356082
PO561125,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,75,2017-04-04T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356083
PO563350,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,600,2017-05-26T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356084
PO561938,DEPARTMENT OF HEALTH,9902200:Card Access Security Services,24287.42,2017-04-24T00:00:00.000Z,KASTLE SYSTEMS,2017,356085
PO560298,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"0703300:School Buses, Complete, Conventional Type",750,2017-03-16T00:00:00.000Z,Deadwyler School Bus Transport,2017,356086
PO560334,DEPARTMENT OF EMPLOYMENT SERVICES,"LEGAL SERVICES, ATTORNEYS",39960,2017-03-17T00:00:00.000Z,DC CHAMBER OF COMMERCE,2017,356087
PO557808,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),1252,2017-01-18T00:00:00.000Z,VMT EDUCATION CENTER,2017,356088
PO557601,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),4000,2017-01-11T00:00:00.000Z,"ASM EDUCATIONAL CENTER, INC",2017,356089
PO557376,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,400,2017-01-06T00:00:00.000Z,Run Hope Work_1,2017,356090
PO563976,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,780,2017-06-08T00:00:00.000Z,ROBSON FORENSIC INC,2017,356091
PO560840,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,209.45,2017-03-29T00:00:00.000Z,"Planet Depos, LLC",2017,356092
PO552561-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,0,2017-01-12T00:00:00.000Z,NEAL R GROSS & CO INC,2017,356093
PO563184,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,66055.39,2017-05-23T00:00:00.000Z,Protiviti Government Services,2017,356094
PO563531,CHILD AND FAMILY SERVICES,8059450:WEIGHT LIFTING EQUIPMENT DESIGNED TO DEVELOP AND EXERCISE SPECIFIC BODY MUSCLE GROUPS,130,2017-05-31T00:00:00.000Z,BRUNSWICK CORP/LIFE FITNESS,2017,356095
PO563769,DEPARTMENT OF PARKS AND RECREATION,"PAINT, POWDER (ARTS & CRAFTS), PLASTIC JAR",14,2017-06-05T00:00:00.000Z,AdBox Promo Agency,2017,356096
PO559676-V2,DEPARTMENT ON DISABILITY SERVICES,"CAREER FAIR, CONSTRUCTION",50000,2017-04-11T00:00:00.000Z,Health Resources Service Intake Center,2017,356097
PO559490-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",1678.86,2017-05-24T00:00:00.000Z,SAIC_1,2017,356098
PO554725-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"5508857:POWER SUPPLY, BATTERY BACK UP SYSTEM",36915,2017-03-03T00:00:00.000Z,Paige International,2017,356099
PO563809,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2046488:SWITCHES, FIBER",122.06,2017-06-06T00:00:00.000Z,"Networking For Future, Inc.",2017,356100
PO557276-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,218466,2017-05-11T00:00:00.000Z,"Networking For Future, Inc.",2017,356101
PO562804,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2045446:MICROCOMPUTERS, LAPTOP",10000,2017-05-12T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,356102
PO562548,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,344.85,2017-05-05T00:00:00.000Z,GREAT AMERICAN CORP,2017,356103
PO560325,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCIENCE,2383,2017-03-17T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,356104
PO561421,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247400:Special Education,7.5,2017-04-11T00:00:00.000Z,"OTICON, INC.",2017,356105
PO560423,OFFICE OF THE D.C. AUDITOR,"9248600:Vocational Training, All Types  (Including Vocational Rehabilitation and Technical Education)",1349,2017-03-21T00:00:00.000Z,Graduate School,2017,356106
